#,Squadra,Giocate,Min,Totale,Media,40 Min
331,"(1995) 
Benetton Treviso",32,6425,2612,74.7,74.7
332,"(2007) 
Eldo Napoli",34,6875,2779,73.8,73.8
333,"(1998) 
Calze Pompea Roma",26,5300,1960,74.9,74.9
334,"(1997) 
Pall. Varese",26,5200,2004,74.2,74.2
335,"(2002) 
Mabo Prefabbricati Livorno",34,6800,2791,74.4,74.4
336,"(2006) 
Air Avellino",34,6825,2815,73.5,73.5
337,"(1999) 
Pepsi Rimini",30,6025,2270,75.8,75.8
338,"(2013) 
Grissin Bon Reggio Emilia",30,6000,2236,80.4,80.4
339,"(1990) 
Pall. Firenze",30,6000,2869,74.2,74.2
340,"(1991) 
Filanto Forli'",30,5825,2823,76.8,76.8
341,"(2005) 
Viola R.Calabria",34,6875,3055,69.1,69.1
342,"(2007) 
Benetton Treviso",34,6825,2592,70.9,70.9
343,"(2001) 
Scavolini Pesaro",36,7275,2892,73.9,73.9
344,"(2022) 
Carpegna Prosciutto Pesaro",30,6050,2613,75.9,75.9
345,"(2022) 
Carpegna Prosciutto Pesaro",30,6050,2613,75.9,75.9
346,"(2007) 
Premiata Montegranaro",34,6850,2706,75.1,75.1
347,"(2004) 
Montepaschi Siena",34,6825,2593,73.8,73.8
348,"(2007) 
Tisettanta Cantu'",34,6875,2776,74.1,74.1
349,"(1995) 
Teorematour Milano",32,6400,2730,78.8,78.8
350,"(2014) 
Openjobmetis Varese",30,6150,2475,76.5,76.5
351,"(1988) 
Phonola Roma",30,6000,2627,73.9,73.9
352,"(2009) 
Scavolini Spar Pesaro",28,5675,2294,78.1,78.1
353,"(1996) 
Genertel Trieste",26,5250,2354,79,79
354,"(2007) 
Scavolini Spar Pesaro",34,6825,2819,72.9,72.9
355,"(2011) 
Novipiù Casale Monferrato",32,6525,2447,73.8,73.8
356,"(1988) 
Vismara Cantu'",30,5825,2686,71.2,71.2
357,"(2002) 
Virtus Bologna",34,6850,2749,73,73
358,"(2006) 
Upea Capo d'Orlando",34,6825,2705,73,73
359,"(2008) 
Angelico Biella",30,6050,2479,72.4,72.4
360,"(1999) 
Kinder Bologna",30,6000,2033,72.9,72.9
361,"(2002) 
Snaidero Udine",34,6850,2698,77.5,77.5
362,"(1991) 
Fernet Branca Pavia",30,6100,2841,77,77
363,"(1995) 
Olitalia Forli'",32,6475,2617,72.3,72.3
364,"(1990) 
S. Clear Cantu'",30,6050,2644,72.5,72.5
365,"(2006) 
Montepaschi Siena",34,6875,2522,68.8,68.8
366,"(1992) 
Scaini Venezia",30,6100,2407,74.7,74.7
367,"(1987) 
Hitachi Venezia",30,6025,2919,75.9,75.9
368,"(2006) 
Snaidero Cucine Udine",34,6800,2811,73.2,73.2
369,"(2005) 
Snaidero Udine",34,6850,2793,71,71
370,"(1995) 
Cx Orologi Siena",32,6425,2616,75.5,75.5
371,"(2022) 
Tezenis Verona",30,6075,2570,74.9,74.9
372,"(2003) 
Montepaschi Siena",34,6825,2746,73.2,73.2
373,"(2011) 
Cimberio Varese",32,6475,2385,74.7,74.7
374,"(1990) 
Benetton Treviso",30,6000,2642,74.1,74.1
375,"(1987) 
S. Benedetto Torino",30,6000,2740,73.9,73.9
376,"(2008) 
Armani Jeans Milano",30,6075,2236,69.2,69.2
377,"(1998) 
Pall. Varese",26,5025,1977,75.4,75.4
378,"(2007) 
Siviglia Wear Teramo",34,6850,2966,72.4,72.4
379,"(1999) 
Canturina Cantù",30,6075,2381,73.5,73.5
380,"(1987) 
Banco Roma",30,6025,2721,74.5,74.5
381,"(2009) 
Angelico Biella",28,5650,2252,76.7,76.7
382,"(2007) 
Snaidero Cucine Udine",34,6825,2760,74,74
383,"(1990) 
Filodoro Napoli",30,6100,2677,75.3,75.3
384,"(1989) 
Paini Napoli",30,6000,2644,74.8,74.8
385,"(2011) 
Umana Venezia",32,6450,2436,74.7,74.7
386,"(1990) 
Philips Milano",30,6025,2679,73.4,73.4
387,"(2003) 
Sicilia Messina",34,6900,3024,74.7,74.7
388,"(2000) 
Paf Bologna",34,6900,2482,69.3,69.3
389,"(1987) 
Basket Brescia",30,6100,3261,76.2,76.2
390,"(2018) 
Alma Trieste",30,6050,2527,74.6,74.6
391,"(2002) 
Acegas Trieste",34,6875,2820,74,74
392,"(2005) 
Whirlpool Varese",34,6875,2643,72,72
393,"(2002) 
Pompea Napoli",34,6850,2737,71.4,71.4
394,"(2007) 
Armani Jeans Milano",34,6800,2666,72.2,72.2
395,"(2000) 
BingoSNAI Montecatini",34,6850,2946,75.6,75.6
396,"(1994) 
Benetton Treviso",32,6425,2537,76.3,76.3
397,"(2006) 
Armani Jeans Milano",34,6800,2579,70.1,70.1
398,"(2016) 
Pasta Reggia Caserta",30,6075,2430,76.6,76.6
399,"(1991) 
Il Messaggero Roma",30,6050,2663,76.3,76.3
400,"(1990) 
Knorr Bologna",30,6025,2530,73.3,73.3
401,"(2000) 
Benetton Treviso",34,6850,2738,70,70
402,"(2002) 
Scavolini Pesaro",34,6850,2892,72.4,72.4
403,"(2012) 
Angelico Biella",30,6075,2512,75.3,75.3
404,"(2006) 
Climamio Bologna",34,6850,2775,69.8,69.8
405,"(1987) 
Enichem Livorno",30,6050,2700,77.7,77.7
406,"(2001) 
Kinder Bologna",36,7225,2703,72.4,72.4
407,"(1999) 
Telit Trieste",30,6025,2211,75.2,75.2
408,"(1991) 
Knorr Bologna",30,5875,2314,75.3,75.3
409,"(2005) 
Benetton Treviso",34,6875,2616,71.4,71.4
410,"(2022) 
Givova Scafati",30,6050,2414,79.4,79.4
411,"(2007) 
Pierrel Capo d'Orlando",34,6875,2985,72.3,72.3
412,"(1990) 
Panasonic R.Calabria",30,6050,2664,72,72
413,"(1992) 
Kleenex Pistoia",30,6050,2523,73,73
414,"(2001) 
Benetton Treviso",36,7250,2986,73.7,73.7
415,"(2004) 
Scavolini Pesaro",34,6800,2753,73.6,73.6
416,"(2006) 
Tisettanta Cantu'",34,6900,2721,68.9,68.9
417,"(2005) 
Montepaschi Siena",34,6850,2495,67,67
418,"(1989) 
Benetton Treviso",30,6050,2500,75.5,75.5
419,"(1988) 
Benetton Treviso",30,6025,2375,74.6,74.6
420,"(2022) 
Germani Brescia",30,6100,2426,76.2,76.2
421,"(2022) 
Germani Brescia",30,6100,2426,76.2,76.2
422,"(2004) 
Lottomatica Roma",34,6850,2728,73.1,73.1
423,"(2007) 
La Fortezza Bologna",34,6850,2731,71.8,71.8
424,"(2000) 
Telit Trieste",34,6625,2792,73.7,73.7
425,"(1993) 
Filodoro Bologna",30,6050,2375,75.5,75.5
426,"(2005) 
Basket Livorno",34,6925,2768,72.3,72.3
427,"(2005) 
Angelico Biella",34,6850,2645,73.8,73.8
428,"(2003) 
Scavolini Pesaro",34,6700,2761,74.6,74.6
429,"(2002) 
Viola Reggio Calabria",34,6850,2559,75.2,75.2
430,"(1992) 
Baker Livorno",30,6000,2499,74,74
431,"(1997) 
Mash J. Verona",26,5225,1993,75.5,75.5
432,"(2001) 
Fabriano Basket",36,7275,3166,76.1,76.1
433,"(2001) 
De Vizia Avellino",36,7250,2994,75.2,75.2
434,"(1993) 
Scavolini Pesaro",30,6000,2548,77.3,77.3
435,"(1998) 
Termal Imola",26,5200,2139,73,73
436,"(2007) 
Cimberio Varese",34,6975,2889,74.9,74.9
437,"(1999) 
Varese Roosters",30,6025,2277,74.6,74.6
438,"(2002) 
Oregon Scientific Cantu'",34,6800,2601,72.9,72.9
439,"(1989) 
Scavolini Pesaro",30,6025,2710,73.2,73.2
440,"(2000) 
Cordivari Roseto",34,6600,2788,73.8,73.8
441,"(1993) 
Buckler Bologna",30,6075,2435,78.6,78.6
442,"(1999) 
Adecco Milano",30,6075,2334,76.2,76.2
443,"(1999) 
Müller Verona",30,6000,2332,76.5,76.5
444,"(1995) 
Buckler Bologna",32,6450,2636,74,74
445,"(2003) 
Lauretana Biella",34,6900,2759,77.5,77.5
446,"(2004) 
Pompea Napoli",34,6900,2943,76.7,76.7
447,"(2023) 
Givova Scafati Basket",30,6100,2626,79.7,79.7
448,"(1990) 
Phonola Caserta",30,6050,2649,73.7,73.7
449,"(1987) 
Allibert Livorno",30,6050,2589,75.1,75.1
