#,Squadra,Giocate,Min,Totale,Media,40 Min
203,"(2022) 
Virtus Segafredo Bologna",30,6025,2334,23.6,23.5
204,"(2023) 
EA7 Emporio Armani Milano",30,6000,2235,23.6,23.6
205,"(1994) 
Pfizer R.Calabria",32,6425,2809,22.1,22
206,"(2011) 
EA7 Armani Milano",32,6400,2359,22.1,22.1
207,"(2013) 
Grissin Bon Reggio Emilia",30,6000,2236,23.6,23.6
208,"(2022) 
Banco di Sardegna Sassari",30,6025,2413,23.6,23.5
209,"(2022) 
Banco di Sardegna Sassari",30,6025,2413,23.6,23.5
210,"(2020) 
Happy Casa Brindisi",28,5600,2212,25.3,25.3
211,"(2013) 
Montepaschi Siena",30,6025,2114,23.7,23.6
212,"(1994) 
Birex Verona",32,6450,2620,22.2,22
213,"(1999) 
Canturina Cantù",30,6075,2381,23.7,23.4
214,"(2008) 
Solsonica Rieti",30,6050,2321,23.7,23.5
215,"(2016) 
Banco di Sardegna Sassari",30,6000,2218,23.7,23.7
216,"(1990) 
Il Messaggero Roma",30,6020,2671,23.7,23.7
217,"(2003) 
Scavolini Pesaro",34,6700,2761,21,21.3
218,"(1988) 
Allibert Livorno",30,5825,2613,23.8,24.5
219,"(1987) 
Divarese Varese",30,6100,2661,23.8,23.4
220,"(2010) 
Banca Tercas Teramo",30,6075,2458,23.8,23.5
221,"(2013) 
Pasta Reggia Caserta",30,6025,2175,23.8,23.7
222,"(2013) 
Sutor Montegranaro",30,6025,2608,23.8,23.7
223,"(2021) 
Virtus Segafredo Bologna",30,6075,2364,23.8,23.5
224,"(2021) 
Virtus Segafredo Bologna",30,6075,2364,23.8,23.5
225,"(2003) 
Benetton Treviso",34,6625,2640,21.1,21.6
226,"(2008) 
NGC Cantu'",30,6025,2445,23.9,23.8
227,"(1995) 
Scavolini Pesaro",32,6475,2760,22.4,22.1
228,"(1995) 
Viola Reggio Calabria",32,6450,2582,22.4,22.2
229,"(2008) 
Armani Jeans Milano",30,6075,2236,23.9,23.6
230,"(2015) 
Grissin Bon Reggio Emilia",30,6050,2263,23.9,23.7
231,"(1993) 
Pfizer R.Calabria",30,6050,2536,23.9,23.7
232,"(2004) 
Armani Jeans Milano",34,6825,2486,21.1,21
233,"(2008) 
La Fortezza Bologna",30,6075,2336,23.9,23.6
234,"(2023) 
Germani Brescia",30,6025,2353,23.9,23.8
235,"(1987) 
Tracer Milano",30,6025,2906,24,23.9
236,"(2015) 
Enel Brindisi",30,6125,2351,24,23.5
237,"(1991) 
A. Ranger Varese",30,6050,2726,24,23.8
238,"(2017) 
Openjobmetis Varese",30,6050,2271,24.1,23.9
239,"(1993) 
Benetton Treviso",30,6100,2446,24.1,23.7
240,"(2012) 
Juve Caserta",30,6100,2310,24.1,23.7
241,"(2008) 
Banca Tercas Teramo",30,6100,2435,24.1,23.7
242,"(1992) 
Scavolini Pesaro",30,6000,2578,24.1,24.1
243,"(1994) 
Teorematour Roma",32,6425,2655,22.6,22.5
244,"(2010) 
Cimberio Varese",30,6050,2430,24.1,23.9
245,"(1990) 
Pall. Firenze",30,6000,2869,24.1,24.1
246,"(2008) 
Air Avellino",30,6075,2293,24.2,23.9
247,"(2018) 
A|X Armani Exchange Milano",30,5875,2371,24.2,24.7
248,"(1988) 
Vismara Cantu'",30,5825,2686,24.2,24.9
249,"(2020) 
Umana Reyer Venezia",28,5625,2142,25.9,25.8
250,"(2010) 
Pepsi Caserta",30,6075,2422,24.2,23.9
251,"(1989) 
A. Ranger Varese",30,6025,2766,24.2,24.1
252,"(1988) 
Benetton Treviso",30,6025,2375,24.2,24.1
253,"(2010) 
Armani Jeans Milano",30,6075,2295,24.2,23.9
254,"(2021) 
A|X Armani Exchange Milano",30,6053,2155,24.2,24
255,"(2021) 
A|X Armani Exchange Milano",30,6053,2155,24.2,24
256,"(2003) 
Montepaschi Siena",34,6825,2746,21.4,21.3
257,"(2022) 
Umana Reyer Venezia",30,6075,2402,24.3,24
258,"(2022) 
Umana Reyer Venezia",30,6075,2402,24.3,24
259,"(1993) 
Acqua Lora Venezia",30,6050,2606,24.3,24.1
260,"(2020) 
Germani Brescia",28,5650,2389,26,25.8
261,"(2013) 
Acea Roma",30,6050,2350,24.3,24.1
262,"(1991) 
Ticino Assicurazioni Siena",30,6000,2487,24.3,24.3
263,"(2003) 
Snaidero Cucine Udine",34,6950,2881,21.5,21
264,"(2021) 
Germani Brescia",30,6000,2310,24.4,24.4
265,"(2021) 
Germani Brescia",30,6000,2310,24.4,24.4
266,"(1988) 
Snaidero Caserta",30,6000,2799,24.4,24.4
267,"(1989) 
Neutroroberts Firenze",30,6150,2834,24.4,23.8
268,"(2016) 
Sidigas Avellino",30,6075,2285,24.4,24.1
269,"(1993) 
S. Clear Cantu'",30,6050,2523,24.4,24.2
270,"(1994) 
Panapesca Montecatini",32,6450,2956,22.9,22.7
271,"(1990) 
A. Ranger Varese",30,6069,2860,24.4,24.2
272,"(2004) 
Benetton Treviso",34,6825,2457,21.6,21.5
273,"(1987) 
Benetton Treviso",30,6050,2555,24.5,24.3
274,"(1989) 
Scavolini Pesaro",30,6025,2710,24.5,24.4
275,"(2015) 
Sidigas Avellino",30,6050,2307,24.5,24.3
276,"(2014) 
Umana Reyer Venezia",30,6025,2221,24.5,24.4
277,"(2023) 
Vanoli Basket Cremona",30,6050,2389,24.5,24.3
278,"(2016) 
Betaland Capo d'Orlando",30,6050,2315,24.5,24.3
279,"(2012) 
Trenkwalder Reggio Emilia",30,6000,2201,24.5,24.5
280,"(1992) 
Baker Livorno",30,6000,2499,24.5,24.5
281,"(1988) 
Philips Milano",30,6000,2599,24.5,24.5
282,"(2020) 
Fortitudo Lavoropiù Bologna",28,5600,2291,26.3,26.3
283,"(2021) 
Carpegna Prosciutto Pesaro",30,6077,2518,24.6,24.3
284,"(1988) 
Knorr Bologna",30,6000,2642,24.6,24.6
285,"(2011) 
Montepaschi Siena",32,6475,2308,23.1,22.8
286,"(2008) 
GMAC Bologna",30,6125,2385,24.6,24.1
287,"(2020) 
Carpegna Prosciutto Pesaro",28,5625,2364,26.4,26.2
288,"(2007) 
Montepaschi Siena",34,6825,2366,21.7,21.7
289,"(2015) 
Openjobmetis Varese",30,6025,2344,24.6,24.5
290,"(2020) 
UNAHOTELS Reggio Emilia",28,5625,2261,26.4,26.3
291,"(1995) 
Mash J. Verona",32,6525,2618,23.1,22.7
292,"(2010) 
Dinamo Sassari",30,6075,2512,24.7,24.4
293,"(2014) 
Acqua Vitasnella Cantù",30,6100,2354,24.7,24.3
294,"(2017) 
Germani Basket Brescia",30,6075,2282,24.7,24.4
295,"(2022) 
NutriBullet Treviso Basket",30,6000,2609,24.7,24.7
296,"(2022) 
UNAHOTELS Reggio Emilia",30,6075,2312,24.7,24.4
297,"(1989) 
Phonola Caserta",30,6050,2748,24.7,24.5
298,"(1989) 
Panapesca Montecatini",30,6025,2678,24.7,24.6
299,"(2002) 
Montepaschi Siena",34,6850,2603,21.9,21.7
300,"(2011) 
Scavolini Siviglia Pesaro",32,6450,2401,23.3,23.1
301,"(2011) 
Umana Venezia",32,6450,2436,23.3,23.1
302,"(1990) 
Filodoro Napoli",30,6100,2677,24.8,24.4
303,"(2003) 
Tris Reggio Calabria",34,6900,2734,21.9,21.6
304,"(1989) 
Viola Reggio Calabria",30,6050,2598,24.8,24.6
305,"(2016) 
MIA-Red October Cantù",30,6025,2476,24.8,24.7
306,"(2010) 
Vanoli-Braga Cremona",30,6125,2395,24.9,24.4
307,"(2007) 
Armani Jeans Milano",34,6800,2666,22,22
308,"(2012) 
Cimberio Varese",30,6050,2311,24.9,24.7
309,"(2012) 
Enel Brindisi",30,6025,2483,24.9,24.8
310,"(2000) 
Cordivari Roseto",34,6600,2788,22,22.7
311,"(2011) 
Cimberio Varese",32,6475,2385,23.4,23.1
312,"(2013) 
Sidigas Avellino",30,6050,2419,24.9,24.7
313,"(2016) 
Grissin Bon Reggio Emilia",30,6050,2443,24.9,24.7
314,"(1992) 
Philips Milano",30,6025,2545,24.9,24.8
315,"(1988) 
Ipifim Torino",30,6025,2798,24.9,24.8
316,"(2023) 
Umana Reyer Venezia",30,6025,2356,24.9,24.8
317,"(2022) 
Germani Brescia",30,6100,2426,25,24.6
318,"(2022) 
Germani Brescia",30,6100,2426,25,24.6
319,"(2008) 
Eldo Caserta",30,6050,2389,25,24.8
320,"(2017) 
Grissin Bon Reggio Emilia",30,6000,2362,25,25
321,"(2012) 
Scavolini Banca Marche Pesaro",30,6000,2383,25,25
322,"(2020) 
Allianz Pallacanestro Trieste",28,5600,2249,26.8,26.8
323,"(2003) 
Skipper Bologna",34,6770,2730,22.1,22.2
324,"(2011) 
Canadian Solar Bologna",32,6450,2378,23.4,23.3
325,"(2010) 
Angelico Biella",30,6050,2487,25,24.8
326,"(2016) 
Dolomiti Energia Trentino",30,6050,2201,25,24.8
327,"(2018) 
Alma Trieste",30,6050,2527,25.1,24.9
328,"(2015) 
Dolomiti Energia Trentino",30,6025,2274,25.1,25
329,"(2005) 
Climamio Bologna",34,6875,2650,22.2,21.9
330,"(2005) 
Basket Livorno",34,6925,2768,22.2,21.8
331,"(2002) 
Euro Roseto",34,6825,2657,22.2,22.1
332,"(2010) 
Canadian Solar Bologna",30,6100,2358,25.2,24.8
333,"(2012) 
Vanoli Cremona",30,6025,2413,25.2,25.1
334,"(2012) 
Montepaschi Siena",30,6000,2160,25.2,25.2
335,"(2020) 
Acqua S.Bernardo Cantù",28,5625,2313,27,26.9
336,"(2015) 
Banco di Sardegna Sassari",30,6125,2439,25.3,24.8
337,"(2014) 
Acea Roma",30,6025,2210,25.3,25.2
338,"(2013) 
Vanoli Cremona",30,6025,2464,25.3,25.2
339,"(2022) 
Givova Scafati",30,6050,2414,25.3,25.1
340,"(2017) 
Fiat Torino",30,6025,2494,25.3,25.2
341,"(2007) 
Lottomatica Roma",34,6675,2471,22.4,22.8
342,"(2008) 
Premiata Montegranaro",30,6125,2431,25.4,24.8
343,"(2022) 
Pallacanestro Trieste",30,6075,2519,25.4,25.1
344,"(1991) 
Baker Livorno",30,6000,2490,25.4,25.4
345,"(2020) 
De'Longhi Treviso",28,5600,2468,27.2,27.2
346,"(2011) 
Angelico Biella",32,6500,2503,23.8,23.4
347,"(1991) 
Fernet Branca Pavia",30,6100,2841,25.4,25
348,"(1987) 
Neutroroberts Firenze",30,6075,2801,25.4,25.1
349,"(2007) 
Premiata Montegranaro",34,6850,2706,22.4,22.3
350,"(1987) 
Dietor Bologna",30,6075,2687,25.4,25.1
351,"(2010) 
Enel Brindisi",30,6050,2466,25.4,25.2
352,"(2020) 
Openjobmetis Varese",28,5675,2433,27.3,26.9
353,"(2000) 
Benetton Treviso",34,6850,2738,22.5,22.3
354,"(2012) 
Angelico Biella",30,6075,2512,25.5,25.2
355,"(1993) 
C. Campeginese R.Emilia",30,6075,2673,25.5,25.2
356,"(2014) 
Grissin Bon Reggio Emilia",30,6075,2219,25.5,25.2
357,"(2018) 
Acqua S.Bernardo Cantù",30,6050,2571,25.5,25.3
358,"(1990) 
Knorr Bologna",30,6025,2530,25.5,25.4
359,"(2014) 
Sidigas Avellino",30,6000,2341,25.5,25.5
360,"(2005) 
Carpisa Napoli",34,6875,2848,22.5,22.3
361,"(2016) 
Openjobmetis Varese",30,6050,2402,25.5,25.3
362,"(2003) 
Air Avellino",34,6825,2919,22.6,22.5
363,"(2002) 
Viola Reggio Calabria",34,6850,2559,22.6,22.4
364,"(2006) 
Benetton Treviso",34,6800,2463,22.6,22.6
365,"(2016) 
Germani Basket Brescia",30,6025,2453,25.6,25.5
366,"(2012) 
Oknoplast Bologna",30,6025,2405,25.6,25.5
367,"(1988) 
Paini Napoli",30,5800,2505,25.6,26.5
368,"(2005) 
Vertical Vision Cantu'",34,6850,2799,22.6,22.5
369,"(2013) 
Victoria Libertas Pesaro",30,6125,2623,25.7,25.1
370,"(2015) 
Obiettivo Lavoro Bologna",30,6125,2360,25.7,25.1
371,"(2012) 
Sutor Montegranaro",30,6050,2570,25.7,25.5
372,"(1991) 
Phonola Caserta",30,6000,2578,25.7,25.7
373,"(2004) 
Snaidero Cucine Udine",34,6825,2834,22.7,22.6
374,"(2006) 
Armani Jeans Milano",34,6800,2579,22.7,22.7
375,"(1994) 
Illycaffe' Trieste",32,6425,2811,24.1,24
376,"(2021) 
Allianz Pallacanestro Trieste",30,6100,2464,25.7,25.3
377,"(2021) 
Allianz Pallacanestro Trieste",30,6100,2464,25.7,25.3
378,"(2018) 
Germani Basket Brescia",30,6050,2443,25.7,25.5
379,"(2017) 
Dolomiti Energia Trentino",30,6000,2304,25.7,25.7
380,"(2015) 
Acqua Vitasnella Cantù",30,6100,2405,25.7,25.3
381,"(2015) 
Consultinvest Pesaro",30,6025,2355,25.7,25.6
382,"(2003) 
Euro Roseto",34,6570,2944,22.7,23.5
383,"(1992) 
Phonola Caserta",30,6075,2562,25.8,25.4
384,"(1990) 
Stefanel Trieste",30,6050,2504,25.8,25.6
385,"(2016) 
Vanoli Cremona",30,6025,2416,25.8,25.7
386,"(2014) 
Enel Brindisi",30,6025,2231,25.8,25.7
387,"(1993) 
Onyx Caserta",30,6000,2816,25.8,25.8
388,"(2001) 
Montepaschi Siena",36,7300,2714,21.5,21.2
389,"(2000) 
Kinder Bologna",34,6850,2551,22.8,22.6
390,"(1989) 
Philips Milano",30,6000,2744,25.8,25.8
391,"(1989) 
Knorr Bologna",30,6000,2523,25.8,25.8
392,"(1992) 
Marr Rimini",30,6100,2635,25.8,25.4
393,"(2023) 
UNAHOTELS Reggio Emilia",30,6000,2406,25.8,25.8
394,"(2005) 
Benetton Treviso",34,6875,2616,22.8,22.6
395,"(1992) 
Robe di Kappa Torino",30,6125,2770,25.9,25.3
396,"(2013) 
Enel Brindisi",30,6025,2242,25.9,25.8
397,"(2022) 
Dolomiti Energia Trentino",30,6050,2335,25.9,25.7
398,"(2022) 
Dolomiti Energia Trentino",30,6050,2335,25.9,25.7
399,"(2006) 
Lottomatica Roma",34,6925,2448,22.9,22.5
400,"(2004) 
Montepaschi Siena",34,6825,2593,22.9,22.8
401,"(2011) 
Acea Roma",32,6525,2603,24.3,23.8
402,"(2017) 
VL Pesaro",30,6050,2547,25.9,25.7
403,"(2015) 
Betaland Capo d'Orlando",30,6025,2205,25.9,25.8
404,"(2005) 
Armani Jeans Milano",34,6850,2662,22.9,22.7
405,"(1995) 
Teorematour Milano",32,6400,2730,24.3,24.3
406,"(2018) 
Fiat Torino",30,6125,2611,26,25.4
407,"(2017) 
Segafredo Virtus Bologna",30,6025,2292,26,25.9
408,"(2023) 
NutriBullet Treviso Basket",30,6000,2545,26,26
409,"(2011) 
Vanoli Braga Cremona",32,6425,2462,24.4,24.3
410,"(2016) 
Umana Reyer Venezia",30,6125,2330,26,25.5
411,"(2002) 
Metis Varese",34,6825,2733,23,22.9
412,"(2021) 
UNAHOTELS Reggio Emilia",30,6150,2401,26.1,25.4
413,"(2015) 
Vanoli Cremona",30,6125,2213,26.1,25.6
414,"(2016) 
Fiat Torino",30,6075,2551,26.1,25.8
415,"(2014) 
Banco di Sardegna Sassari",30,6075,2435,26.1,25.8
